Course_ID,Course_Duration,Course_Duration_MOOC,Year,Courses_perYear,Duration_Video,Duration_Quiz,Duration_Exam,Number_Video,Number_Quiz,Number_Exam,Number_Video_1H,Number_Video_2H,Number_video_3H,Number_Video_4H,Number_Quizz_1H,Number_Quizz_2H,Number_Exam_1H,Number_Exam_2H,Number_Exam_3H,Number_Exam_4H
2059,40,26,2013,2418,15,11,0,6,8,0,2,0,3,1,5,3,0,0,0,0
2060,42,23,2013,2418,9,13,1,3,12,1,0,1,1,1,11,1,1,0,0,0
2061,81,28,2013,2418,21,5,2,14,4,2,10,1,3,0,3,1,2,0,0,0
2062,10,5,2013,2418,2,2,1,1,1,0,0,1,0,0,0,1,0,0,0,0
2063,27,22,2013,2418,14,5,3,10,5,1,8,0,2,0,5,0,0,0,1,0
2064,64,10,2013,2418,4,5,1,3,4,1,2,1,0,0,3,1,1,0,0,0
2065,19,15,2013,2418,8,5,2,7,3,1,6,1,0,0,1,2,0,1,0,0
2066,11,1,2013,2418,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2067,11,4,2013,2418,2,2,0,2,1,0,2,0,0,0,0,1,0,0,0,0
2069,17,4,2013,2418,1,2,1,1,2,0,1,0,0,0,2,0,0,0,0,0
2070,23,22,2013,2418,8,13,1,8,9,1,8,0,0,0,5,4,1,0,0,0
2071,40,31,2013,2418,17,14,0,17,13,0,17,0,0,0,12,1,0,0,0,0
2072,13,3,2013,2418,2,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0
2073,31,21,2013,2418,11,9,1,9,6,1,8,0,1,0,3,3,1,0,0,0
2074,28,26,2013,2418,15,8,3,6,7,3,0,3,3,0,6,1,3,0,0,0
2075,12,3,2013,2418,2,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0
2076,15,11,2013,2418,6,5,0,2,3,0,0,1,0,1,1,2,0,0,0,0
2077,37,14,2013,2418,7,6,1,2,3,1,0,0,1,1,0,3,1,0,0,0
2078,63,45,2013,2418,19,25,1,14,21,1,11,1,2,0,17,4,1,0,0,0
2080,19,5,2013,2418,2,2,1,1,1,1,0,1,0,0,0,1,1,0,0,0
2081,73,24,2013,2418,13,9,2,10,7,1,7,3,0,0,5,2,0,1,0,0
2082,29,20,2013,2418,8,10,2,2,7,1,0,0,0,2,4,3,0,1,0,0
2083,52,30,2013,2418,17,11,2,10,10,2,7,1,0,2,9,1,2,0,0,0
2084,14,8,2013,2418,2,4,2,1,3,1,0,1,0,0,2,1,0,1,0,0
2085,24,17,2013,2418,8,8,1,4,5,1,2,0,2,0,2,3,1,0,0,0
2087,53,19,2013,2418,10,7,2,6,5,1,4,1,0,1,3,2,0,1,0,0
2088,38,6,2013,2418,3,2,1,3,1,1,3,0,0,0,0,1,1,0,0,0
2089,36,9,2013,2418,4,5,0,4,5,0,4,0,0,0,5,0,0,0,0,0
2090,40,25,2013,2418,13,10,2,4,6,2,0,0,3,1,2,4,2,0,0,0
2091,25,20,2013,2418,11,6,3,4,5,1,1,0,2,1,4,1,0,0,1,0
2092,31,1,2013,2418,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2093,15,4,2013,2418,1,2,1,1,1,1,1,0,0,0,0,1,1,0,0,0
2094,35,15,2013,2418,11,3,1,5,2,1,2,0,3,0,1,1,1,0,0,0
2095,76,2,2013,2418,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0
2096,39,12,2013,2418,4,5,3,2,3,2,0,2,0,0,1,2,1,1,0,0
2097,72,43,2013,2418,16,25,2,15,21,2,14,1,0,0,17,4,2,0,0,0
2098,43,15,2013,2418,4,9,2,2,7,1,1,0,1,0,5,2,0,1,0,0
2099,14,5,2013,2418,1,3,1,1,2,0,1,0,0,0,1,1,0,0,0,0
2100,72,13,2013,2418,7,6,0,5,5,0,3,2,0,0,4,1,0,0,0,0
2101,55,48,2013,2418,24,22,2,13,13,2,6,3,4,0,4,9,2,0,0,0
2102,13,6,2013,2418,2,3,1,1,2,1,0,1,0,0,1,1,1,0,0,0
2103,66,63,2013,2418,28,31,4,24,16,3,22,1,0,1,1,15,2,1,0,0
2104,26,5,2013,2418,2,2,1,1,2,1,0,1,0,0,2,0,1,0,0,0
2105,29,20,2013,2418,9,10,1,8,6,0,7,1,0,0,2,4,0,0,0,0
2106,19,17,2013,2418,12,3,2,5,3,2,1,1,3,0,3,0,2,0,0,0
2107,23,4,2013,2418,1,2,1,1,2,0,1,0,0,0,2,0,0,0,0,0
2108,13,11,2013,2418,7,3,1,2,2,1,0,0,1,1,1,1,1,0,0,0
2109,21,9,2013,2418,3,5,1,1,3,1,0,0,1,0,1,2,1,0,0,0
2110,17,16,2013,2418,4,9,3,3,9,2,2,1,0,0,9,0,1,1,0,0
2111,27,3,2013,2418,2,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0
2112,28,3,2013,2418,1,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2113,14,5,2013,2418,1,3,1,0,2,1,0,0,0,0,1,1,1,0,0,0
2114,34,31,2013,2418,18,9,4,6,7,1,2,0,0,4,5,2,0,0,0,1
2115,62,43,2013,2418,30,12,1,10,8,1,0,2,6,2,4,4,1,0,0,0
2116,31,29,2013,2418,8,17,4,5,10,4,3,1,1,0,3,7,4,0,0,0
2117,33,2,2013,2418,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2118,88,46,2013,2418,30,13,3,26,7,2,22,4,0,0,1,6,1,1,0,0
2119,15,5,2013,2418,1,3,1,0,2,1,0,0,0,0,1,1,1,0,0,0
2120,20,13,2013,2418,3,7,3,2,5,3,1,1,0,0,3,2,3,0,0,0
2121,38,10,2013,2418,6,3,1,4,2,1,3,0,1,0,1,1,1,0,0,0
2122,38,11,2013,2418,6,4,1,4,3,1,3,0,1,0,2,1,1,0,0,0
2123,31,6,2013,2418,3,2,1,1,1,1,0,0,1,0,0,1,1,0,0,0
2124,57,14,2013,2418,10,4,0,5,2,0,0,5,0,0,0,2,0,0,0,0
2125,29,2,2013,2418,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2126,29,28,2013,2418,13,14,1,7,13,1,4,0,3,0,12,1,1,0,0,0
2127,54,52,2013,2418,35,14,3,30,13,2,26,3,1,0,12,1,1,1,0,0
2128,38,33,2013,2418,11,20,2,11,13,1,11,0,0,0,6,7,0,1,0,0
2129,22,5,2013,2418,1,3,1,1,2,1,1,0,0,0,1,1,1,0,0,0
2130,12,5,2013,2418,1,3,1,1,2,1,1,0,0,0,1,1,1,0,0,0
2131,81,23,2013,2418,12,10,1,11,7,1,10,1,0,0,4,3,1,0,0,0
2132,47,32,2013,2418,21,10,1,14,5,1,9,4,0,1,0,5,1,0,0,0
2133,43,20,2013,2418,14,4,2,10,4,1,7,2,1,0,4,0,0,1,0,0
2134,22,3,2013,2418,2,1,0,2,1,0,2,0,0,0,1,0,0,0,0,0
2135,27,18,2013,2418,9,6,3,2,4,3,0,0,0,0,2,2,3,0,0,0
2136,66,55,2013,2418,23,30,2,15,19,2,7,8,0,0,8,11,2,0,0,0
2137,53,33,2013,2418,18,14,1,6,12,1,1,0,3,2,10,2,1,0,0,0
2138,15,12,2013,2418,7,4,1,4,3,1,1,3,0,0,2,1,1,0,0,0
2139,19,18,2013,2418,13,5,0,12,3,0,11,1,0,0,1,2,0,0,0,0
2140,24,18,2013,2418,7,9,2,3,7,2,1,0,2,0,5,2,2,0,0,0
2141,38,24,2013,2418,17,7,0,16,6,0,15,1,0,0,5,1,0,0,0,0
2142,15,1,2013,2418,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2143,56,7,2013,2418,5,2,0,1,1,0,0,0,0,0,0,1,0,0,0,0
2144,10,1,2013,2418,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2145,17,6,2013,2418,2,3,1,1,2,1,0,1,0,0,1,1,1,0,0,0
2146,34,5,2013,2418,2,3,0,2,2,0,2,0,0,0,1,1,0,0,0,0
2147,27,9,2013,2418,4,3,2,2,3,1,0,2,0,0,3,0,0,1,0,0
2148,25,22,2013,2418,13,8,1,13,4,1,13,0,0,0,0,4,1,0,0,0
2149,42,3,2013,2418,2,1,0,2,1,0,2,0,0,0,1,0,0,0,0,0
2150,32,1,2013,2418,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2151,26,17,2013,2418,10,6,1,6,3,1,2,4,0,0,0,3,1,0,0,0
2152,16,9,2013,2418,4,5,0,2,4,0,1,0,1,0,3,1,0,0,0,0
2153,86,46,2013,2418,31,14,1,13,8,1,5,2,2,4,2,6,1,0,0,0
2154,29,26,2013,2418,10,15,1,7,8,1,5,1,1,0,1,7,1,0,0,0
2155,67,29,2013,2418,17,10,2,17,6,1,17,0,0,0,2,4,0,1,0,0
2156,14,3,2013,2418,1,2,0,1,1,0,1,0,0,0,0,1,0,0,0,0
2157,39,34,2013,2418,25,7,2,22,4,1,19,3,0,0,1,3,0,1,0,0
2158,11,8,2013,2418,2,4,2,2,2,2,2,0,0,0,0,2,2,0,0,0
2159,10,10,2013,2418,6,4,0,2,2,0,0,1,0,1,0,2,0,0,0,0
2160,17,14,2013,2418,7,5,2,7,3,1,7,0,0,0,1,2,0,1,0,0
2161,18,13,2013,2418,7,4,2,2,3,2,0,0,1,1,2,1,2,0,0,0
2162,10,6,2013,2418,3,2,1,3,1,1,3,0,0,0,0,1,1,0,0,0
2163,22,9,2013,2418,6,2,1,5,1,1,4,1,0,0,0,1,1,0,0,0
2164,71,55,2013,2418,36,15,4,22,10,4,11,9,1,1,5,5,4,0,0,0
2166,38,15,2013,2418,10,5,0,4,4,0,2,0,0,2,3,1,0,0,0,0
2167,44,24,2013,2418,16,8,0,5,5,0,0,2,0,3,2,3,0,0,0,0
2168,24,7,2013,2418,3,3,1,1,2,1,0,0,1,0,1,1,1,0,0,0
2169,17,12,2013,2418,9,2,1,8,2,1,7,1,0,0,2,0,1,0,0,0
2170,38,10,2013,2418,7,3,0,7,3,0,7,0,0,0,3,0,0,0,0,0
2171,26,22,2013,2418,14,7,1,11,4,0,10,0,0,1,1,3,0,0,0,0
2172,48,14,2013,2418,7,6,1,7,5,1,7,0,0,0,4,1,1,0,0,0
2173,52,41,2013,2418,25,16,0,21,13,0,17,4,0,0,10,3,0,0,0,0
2174,71,7,2013,2418,4,3,0,1,3,0,0,0,0,1,3,0,0,0,0,0
2175,49,16,2013,2418,9,6,1,7,4,1,5,2,0,0,2,2,1,0,0,0
2176,19,14,2013,2418,6,5,3,5,3,3,4,1,0,0,1,2,3,0,0,0
2177,56,29,2013,2418,8,17,4,3,12,1,0,2,0,1,7,5,0,0,0,1
2178,26,16,2013,2418,4,9,3,2,5,1,1,0,1,0,1,4,0,0,1,0
2179,21,9,2013,2418,2,5,2,1,3,1,0,1,0,0,1,2,0,1,0,0
2180,11,9,2013,2418,4,3,2,1,2,2,0,0,0,1,1,1,2,0,0,0
2181,37,17,2013,2418,7,7,3,6,4,2,5,1,0,0,1,3,1,1,0,0
2182,52,30,2013,2418,17,11,2,8,8,2,1,5,2,0,5,3,2,0,0,0
2183,65,13,2013,2418,8,5,0,3,5,0,0,2,0,1,5,0,0,0,0,0
2184,28,5,2013,2418,2,2,1,1,2,1,0,1,0,0,2,0,1,0,0,0
2185,15,1,2013,2418,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2186,11,9,2013,2418,4,5,0,2,3,0,0,2,0,0,1,2,0,0,0,0
2187,23,16,2013,2418,7,5,4,3,5,3,0,2,1,0,5,0,2,1,0,0
2188,38,35,2013,2418,18,16,1,12,8,1,8,3,0,1,0,8,1,0,0,0
2189,52,42,2013,2418,17,23,2,8,21,2,2,3,3,0,19,2,2,0,0,0
2190,27,10,2013,2418,6,4,0,2,3,0,0,1,0,1,2,1,0,0,0,0
2191,83,42,2013,2418,25,16,1,22,11,1,21,0,0,1,6,5,1,0,0,0
2192,40,1,2013,2418,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2193,52,30,2013,2418,13,15,2,12,9,1,11,1,0,0,3,6,0,1,0,0
2194,14,14,2013,2418,9,4,1,3,3,1,1,0,0,2,2,1,1,0,0,0
2195,18,10,2013,2418,6,3,1,3,2,1,1,1,1,0,1,1,1,0,0,0
2196,20,19,2013,2418,11,8,0,6,7,0,3,1,2,0,6,1,0,0,0,0
2197,15,2,2013,2418,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0
2198,34,29,2013,2418,16,12,1,10,12,0,7,1,1,1,12,0,0,0,0,0
2199,33,32,2013,2418,16,14,2,5,13,2,0,1,2,2,12,1,2,0,0,0
2200,66,65,2013,2418,43,20,2,14,11,2,0,4,5,5,2,9,2,0,0,0
2201,62,33,2013,2418,17,12,4,6,9,3,1,0,4,1,6,3,2,1,0,0
2202,21,10,2013,2418,3,5,2,1,4,2,0,0,1,0,3,1,2,0,0,0
2203,25,20,2013,2418,11,8,1,10,8,1,9,1,0,0,8,0,1,0,0,0
2204,88,26,2013,2418,9,15,2,4,10,1,1,1,2,0,5,5,0,1,0,0
2205,47,46,2013,2418,25,21,0,21,11,0,19,1,0,1,1,10,0,0,0,0
2206,72,59,2013,2418,24,35,0,13,30,0,6,3,4,0,25,5,0,0,0,0
2208,18,13,2013,2418,5,6,2,2,5,1,1,0,0,1,4,1,0,1,0,0
2209,37,15,2013,2418,8,5,2,7,3,1,6,1,0,0,1,2,0,1,0,0
2210,35,20,2013,2418,7,10,3,6,8,1,5,1,0,0,6,2,0,0,1,0
2211,24,24,2013,2418,7,13,4,2,9,2,0,0,1,1,5,4,1,0,1,0
2212,45,36,2013,2418,24,12,0,20,9,0,18,1,0,1,6,3,0,0,0,0
2213,18,16,2013,2418,11,3,2,7,2,2,3,4,0,0,1,1,2,0,0,0
2214,12,12,2013,2418,4,5,3,3,5,1,2,1,0,0,5,0,0,0,1,0
2215,15,7,2013,2418,3,3,1,2,2,1,1,1,0,0,1,1,1,0,0,0
2216,27,13,2013,2418,6,6,1,6,4,0,6,0,0,0,2,2,0,0,0,0
2217,12,8,2013,2418,3,4,1,1,4,0,0,0,1,0,4,0,0,0,0,0
2218,18,10,2013,2418,5,4,1,1,3,1,0,0,0,0,2,1,1,0,0,0
2219,17,2,2013,2418,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2220,90,2,2013,2418,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0
2221,25,20,2013,2418,8,8,4,2,5,4,0,0,0,2,2,3,4,0,0,0
2222,17,1,2013,2418,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2223,44,19,2013,2418,10,7,2,4,5,1,2,0,0,2,3,2,0,1,0,0
2224,30,18,2013,2418,9,6,3,5,5,1,1,4,0,0,4,1,0,0,1,0
2225,65,54,2013,2418,23,30,1,16,16,1,9,7,0,0,2,14,1,0,0,0
2226,13,10,2013,2418,7,3,0,6,2,0,5,1,0,0,1,1,0,0,0,0
2227,61,32,2013,2418,14,15,3,8,9,2,6,0,0,2,3,6,1,1,0,0
2228,48,4,2013,2418,3,1,0,2,1,0,1,1,0,0,1,0,0,0,0,0
2229,85,17,2013,2418,10,4,3,3,3,1,0,0,2,1,2,1,0,0,1,0
2230,62,53,2013,2418,36,16,1,22,12,1,14,3,4,1,8,4,1,0,0,0
2231,41,22,2013,2418,15,6,1,12,6,1,11,0,0,1,6,0,1,0,0,0
2233,30,27,2013,2418,15,10,2,14,6,2,13,1,0,0,2,4,2,0,0,0
2234,27,15,2013,2418,4,9,2,3,7,1,2,1,0,0,5,2,0,1,0,0
2235,78,50,2013,2418,27,23,0,19,16,0,13,4,2,0,9,7,0,0,0,0
2236,34,19,2013,2418,10,5,4,9,3,2,8,1,0,0,1,2,0,2,0,0
2237,89,36,2013,2418,12,20,4,5,15,4,1,2,1,1,10,5,4,0,0,0
2238,31,18,2013,2418,9,8,1,4,8,0,0,3,1,0,8,0,0,0,0,0
2239,28,16,2013,2418,7,8,1,2,6,1,0,0,1,1,4,2,1,0,0,0
2240,90,53,2013,2418,27,23,3,11,16,2,0,7,3,1,9,7,1,1,0,0
2241,16,7,2013,2418,2,3,2,1,2,2,0,1,0,0,1,1,2,0,0,0
2242,15,2,2013,2418,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0
2244,19,11,2013,2418,5,5,1,3,4,1,1,2,0,0,3,1,1,0,0,0
2245,10,6,2013,2418,3,2,1,3,2,1,3,0,0,0,2,0,1,0,0,0
2246,33,24,2013,2418,13,8,3,8,7,2,6,0,1,1,6,1,1,1,0,0
2247,33,30,2013,2418,13,14,3,8,13,2,3,5,0,0,12,1,1,1,0,0
2248,60,39,2013,2418,27,10,2,18,6,1,14,1,1,2,2,4,0,1,0,0
2249,47,44,2013,2418,22,21,1,17,14,0,14,1,2,0,7,7,0,0,0,0
2250,71,50,2013,2418,29,21,0,17,12,0,8,7,1,1,3,9,0,0,0,0
2251,22,16,2013,2418,6,7,3,3,4,1,1,1,1,0,1,3,0,0,1,0
2252,14,7,2013,2418,2,3,2,1,3,1,0,1,0,0,3,0,0,1,0,0
2253,19,12,2013,2418,5,5,2,2,3,2,1,0,0,1,1,2,2,0,0,0
2254,37,13,2013,2418,7,6,0,4,4,0,3,0,0,1,2,2,0,0,0,0
2255,24,11,2013,2418,4,5,2,2,5,1,1,0,1,0,5,0,0,1,0,0
2256,75,32,2013,2418,17,11,4,7,10,1,0,4,3,0,9,1,0,0,0,1
2257,26,25,2013,2418,16,6,3,12,5,1,9,2,1,0,4,1,0,0,1,0
2258,18,17,2013,2418,6,10,1,2,8,1,0,1,0,1,6,2,1,0,0,0
2259,62,20,2013,2418,7,11,2,5,8,1,4,0,1,0,5,3,0,1,0,0
2260,58,33,2013,2418,19,12,2,16,7,2,13,3,0,0,2,5,2,0,0,0
2261,23,17,2013,2418,8,8,1,3,5,1,0,1,2,0,2,3,1,0,0,0
2262,12,6,2013,2418,3,3,0,2,2,0,1,1,0,0,1,1,0,0,0,0
2263,19,7,2013,2418,3,3,1,1,2,0,0,0,1,0,1,1,0,0,0,0
2264,34,13,2013,2418,7,6,0,6,5,0,5,1,0,0,4,1,0,0,0,0
2265,28,19,2013,2418,14,4,1,8,2,0,3,4,1,0,0,2,0,0,0,0
2266,33,14,2013,2418,6,5,3,5,4,2,4,1,0,0,3,1,1,1,0,0
2267,26,4,2013,2418,2,2,0,1,1,0,0,1,0,0,0,1,0,0,0,0
2268,36,23,2013,2418,17,6,0,6,6,0,0,3,1,2,6,0,0,0,0,0
2269,34,20,2013,2418,8,12,0,4,12,0,1,2,1,0,12,0,0,0,0,0
2270,14,11,2013,2418,4,6,1,3,3,0,2,1,0,0,0,3,0,0,0,0
2271,12,6,2013,2418,3,3,0,2,2,0,1,1,0,0,1,1,0,0,0,0
2272,28,18,2013,2418,7,8,3,5,6,2,4,0,1,0,4,2,1,1,0,0
2273,32,24,2013,2418,9,12,3,5,6,1,3,1,0,1,0,6,0,0,1,0
2274,73,36,2013,2418,25,7,4,14,7,3,6,5,3,0,7,0,2,1,0,0
2275,19,9,2013,2418,6,2,1,4,1,1,3,0,1,0,0,1,1,0,0,0
2276,22,19,2013,2418,14,3,2,6,3,1,2,1,2,1,3,0,0,1,0,0
2277,15,4,2013,2418,3,1,0,2,1,0,1,1,0,0,1,0,0,0,0,0
2278,68,50,2013,2418,37,13,0,18,7,0,3,13,0,2,1,6,0,0,0,0
2279,35,19,2013,2418,10,6,3,8,3,2,6,2,0,0,0,3,1,1,0,0
2280,21,21,2013,2418,13,7,1,5,5,1,1,0,4,0,3,2,1,0,0,0
2281,41,20,2013,2418,13,4,3,10,2,2,9,0,0,1,0,2,1,1,0,0
2282,17,14,2013,2418,7,5,2,4,3,2,2,1,1,0,1,2,2,0,0,0
2283,40,23,2013,2418,13,6,4,7,3,3,3,2,2,0,0,3,2,1,0,0
2284,77,13,2013,2418,9,3,1,6,3,0,5,0,0,1,3,0,0,0,0,0
2285,74,16,2013,2418,8,5,3,4,4,1,2,1,0,1,3,1,0,0,1,0
2287,30,12,2013,2418,5,5,2,2,3,1,1,0,0,1,1,2,0,1,0,0
2288,22,6,2013,2418,3,3,0,1,2,0,0,0,1,0,1,1,0,0,0,0
2289,24,16,2013,2418,11,3,2,7,3,2,5,0,2,0,3,0,2,0,0,0
2290,89,48,2013,2418,31,16,1,17,15,0,10,1,5,1,14,1,0,0,0,0
2291,67,31,2013,2418,22,8,1,11,7,1,5,2,3,1,6,1,1,0,0,0
2292,27,23,2013,2418,11,12,0,8,10,0,5,3,0,0,8,2,0,0,0,0
2293,10,9,2013,2418,3,4,2,2,4,1,1,1,0,0,4,0,0,1,0,0
2294,13,12,2013,2418,6,6,0,2,4,0,0,0,2,0,2,2,0,0,0,0
2295,14,6,2013,2418,2,3,1,2,2,1,2,0,0,0,1,1,1,0,0,0
2296,26,5,2013,2418,4,1,0,2,1,0,1,0,1,0,1,0,0,0,0,0
2297,65,31,2013,2418,15,15,1,9,8,0,3,6,0,0,1,7,0,0,0,0
2298,68,44,2013,2418,31,12,1,19,9,1,10,6,3,0,6,3,1,0,0,0
2299,66,32,2013,2418,14,17,1,4,16,0,0,1,0,3,15,1,0,0,0,0
2300,58,40,2013,2418,22,17,1,14,15,0,10,1,2,1,13,2,0,0,0,0
2301,12,12,2013,2418,3,6,3,3,3,1,3,0,0,0,0,3,0,0,1,0
2302,10,4,2013,2418,2,2,0,1,1,0,0,1,0,0,0,1,0,0,0,0
2303,21,13,2013,2418,4,5,4,3,3,2,2,1,0,0,1,2,0,2,0,0
2304,12,10,2013,2418,7,2,1,6,1,0,5,1,0,0,0,1,0,0,0,0
2305,38,33,2013,2418,24,8,1,12,5,0,4,6,0,2,2,3,0,0,0,0
2306,15,10,2013,2418,4,5,1,4,5,1,4,0,0,0,5,0,1,0,0,0
2307,27,14,2013,2418,7,6,1,5,5,1,4,0,1,0,4,1,1,0,0,0
2308,62,32,2013,2418,10,19,3,10,17,3,10,0,0,0,15,2,3,0,0,0
2309,27,18,2013,2418,7,8,3,2,6,2,0,0,1,1,4,2,1,1,0,0
2310,18,14,2013,2418,5,8,1,4,5,0,3,1,0,0,2,3,0,0,0,0
2311,89,38,2013,2418,18,20,0,7,13,0,1,1,5,0,6,7,0,0,0,0
2312,28,20,2013,2418,8,8,4,6,6,1,5,0,1,0,4,2,0,0,0,1
2313,40,15,2013,2418,6,8,1,3,4,1,2,0,0,1,0,4,1,0,0,0
2314,13,7,2013,2418,2,3,2,2,3,1,2,0,0,0,3,0,0,1,0,0
2315,39,21,2013,2418,9,9,3,3,5,1,1,0,0,2,1,4,0,0,1,0
2316,40,2,2013,2418,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2317,19,3,2013,2418,2,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0
2318,38,22,2013,2418,9,10,3,3,9,2,1,0,0,2,8,1,1,1,0,0
2319,16,6,2013,2418,3,2,1,3,1,1,3,0,0,0,0,1,1,0,0,0
2320,46,37,2013,2418,15,21,1,13,13,1,12,0,1,0,5,8,1,0,0,0
2321,30,4,2013,2418,2,2,0,1,1,0,0,1,0,0,0,1,0,0,0,0
2322,40,13,2013,2418,8,5,0,5,4,0,2,3,0,0,3,1,0,0,0,0
2324,15,10,2013,2418,7,3,0,4,2,0,3,0,0,1,1,1,0,0,0,0
2325,28,12,2013,2418,5,4,3,4,2,3,3,1,0,0,0,2,3,0,0,0
2326,14,11,2013,2418,6,5,0,3,5,0,2,0,0,1,5,0,0,0,0,0
2327,21,16,2013,2418,9,5,2,5,4,1,2,2,1,0,3,1,0,1,0,0
2328,42,6,2013,2418,3,2,1,3,2,0,3,0,0,0,2,0,0,0,0,0
2329,40,5,2013,2418,2,2,1,2,2,0,2,0,0,0,2,0,0,0,0,0
2330,13,4,2013,2418,1,2,1,1,2,1,1,0,0,0,2,0,1,0,0,0
2331,12,11,2013,2418,6,3,2,6,2,1,6,0,0,0,1,1,0,1,0,0
2332,71,67,2013,2418,47,18,2,37,15,2,33,0,2,2,12,3,2,0,0,0
2333,10,6,2013,2418,2,3,1,1,3,1,0,1,0,0,3,0,1,0,0,0
2334,12,10,2013,2418,6,3,1,5,2,1,4,1,0,0,1,1,1,0,0,0
2335,19,19,2013,2418,6,11,2,6,10,1,6,0,0,0,9,1,0,1,0,0
2336,87,85,2013,2418,57,28,0,48,25,0,41,6,0,1,22,3,0,0,0,0
2337,34,2,2013,2418,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2338,17,15,2013,2418,4,9,2,2,6,1,0,2,0,0,3,3,0,1,0,0
2339,31,3,2013,2418,2,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0
2340,53,43,2013,2418,23,19,1,10,18,0,1,6,2,1,17,1,0,0,0,0
2341,74,70,2013,2418,39,27,4,10,22,1,0,0,1,9,17,5,0,0,0,1
2342,24,17,2013,2418,5,8,4,1,5,1,0,0,0,0,2,3,0,0,0,1
2343,20,6,2013,2418,3,3,0,3,2,0,3,0,0,0,1,1,0,0,0,0
2344,13,13,2013,2418,8,5,0,7,4,0,6,1,0,0,3,1,0,0,0,0
2345,22,9,2013,2418,7,2,0,4,2,0,1,3,0,0,2,0,0,0,0,0
2346,38,30,2013,2418,22,8,0,16,5,0,11,4,1,0,2,3,0,0,0,0
2347,29,8,2013,2418,5,2,1,5,2,0,5,0,0,0,2,0,0,0,0,0
2348,43,25,2013,2418,8,13,4,7,8,1,6,1,0,0,3,5,0,0,0,1
2349,37,21,2013,2418,13,7,1,13,6,0,13,0,0,0,5,1,0,0,0,0
2350,23,17,2013,2418,7,8,2,5,5,2,3,2,0,0,2,3,2,0,0,0
2351,38,14,2013,2418,9,3,2,4,2,2,2,0,1,1,1,1,2,0,0,0
2352,67,41,2013,2418,30,11,0,9,11,0,1,0,3,5,11,0,0,0,0,0
2353,90,53,2013,2418,32,19,2,13,12,2,1,8,1,3,5,7,2,0,0,0
2354,88,5,2013,2418,2,2,1,1,1,1,0,1,0,0,0,1,1,0,0,0
2355,81,46,2013,2418,28,15,3,17,8,1,13,0,1,3,1,7,0,0,1,0
2356,32,7,2013,2418,3,3,1,1,3,0,0,0,1,0,3,0,0,0,0,0
2357,52,51,2013,2418,18,30,3,7,17,1,3,0,1,3,4,13,0,0,1,0
2358,30,14,2013,2418,6,7,1,5,6,1,4,1,0,0,5,1,1,0,0,0
2359,47,21,2013,2418,9,11,1,9,11,1,9,0,0,0,11,0,1,0,0,0
2360,33,28,2013,2418,12,12,4,11,6,4,10,1,0,0,0,6,4,0,0,0
2361,78,42,2013,2418,20,20,2,11,12,1,7,0,3,1,4,8,0,1,0,0
2362,36,13,2013,2418,6,5,2,3,4,1,1,1,1,0,3,1,0,1,0,0
2363,10,4,2013,2418,1,2,1,1,1,0,1,0,0,0,0,1,0,0,0,0
2364,13,5,2013,2418,3,2,0,1,2,0,0,0,1,0,2,0,0,0,0,0
2365,13,13,2013,2418,5,7,1,1,5,0,0,0,0,0,3,2,0,0,0,0
2366,35,11,2013,2418,5,6,0,2,6,0,1,0,0,1,6,0,0,0,0,0
2367,34,27,2013,2418,19,5,3,7,4,2,1,2,2,2,3,1,1,1,0,0
2368,55,48,2013,2418,21,27,0,7,14,0,2,0,1,4,1,13,0,0,0,0
2369,15,11,2013,2418,7,4,0,7,4,0,7,0,0,0,4,0,0,0,0,0
2370,25,12,2013,2418,4,6,2,3,4,1,2,1,0,0,2,2,0,1,0,0
2372,23,4,2013,2418,1,2,1,0,1,0,0,0,0,0,0,1,0,0,0,0
2373,15,1,2013,2418,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2374,33,22,2013,2418,7,13,2,6,9,1,5,1,0,0,5,4,0,1,0,0
2376,51,14,2013,2418,8,4,2,3,2,1,0,1,2,0,0,2,0,1,0,0
