Course_ID,Course_Duration,Course_Duration_MOOC,Course_Duration_Lecture,Year,Courses_perYear,Hybridation_Level
1769,34,29,5,2011,2666,High Hybridation
1770,79,77,2,2011,2666,High Hybridation
1771,14,13,1,2011,2666,High Hybridation
1772,10,5,5,2011,2666,Medium-Low Hybridation
1773,13,4,9,2011,2666,Medium-Low Hybridation
1774,43,6,37,2011,2666,Low Hybridation
1775,11,5,6,2011,2666,Medium-Low Hybridation
1776,15,6,9,2011,2666,Medium-Low Hybridation
1777,21,2,19,2011,2666,Low Hybridation
1778,30,11,19,2011,2666,Medium-Low Hybridation
1779,88,54,34,2011,2666,Medium-High Hybridation
1780,14,9,5,2011,2666,Medium-High Hybridation
1781,13,1,12,2011,2666,Low Hybridation
1782,30,19,11,2011,2666,Medium-High Hybridation
1783,14,12,2,2011,2666,High Hybridation
1784,27,22,5,2011,2666,High Hybridation
1785,40,31,9,2011,2666,Medium-High Hybridation
1786,33,2,31,2011,2666,Low Hybridation
1787,40,27,13,2011,2666,Medium-High Hybridation
1788,23,22,1,2011,2666,High Hybridation
1789,81,58,23,2011,2666,Medium-High Hybridation
1790,34,21,13,2011,2666,Medium-High Hybridation
1791,40,6,34,2011,2666,Low Hybridation
1792,80,78,2,2011,2666,High Hybridation
1793,36,10,26,2011,2666,Medium-Low Hybridation
1794,37,33,4,2011,2666,High Hybridation
1795,33,5,28,2011,2666,Low Hybridation
1796,53,24,29,2011,2666,Medium-Low Hybridation
1797,64,1,63,2011,2666,Low Hybridation
1798,19,16,3,2011,2666,High Hybridation
1799,28,20,8,2011,2666,Medium-High Hybridation
1800,30,6,24,2011,2666,Low Hybridation
1801,11,8,3,2011,2666,Medium-High Hybridation
1802,23,7,16,2011,2666,Medium-Low Hybridation
1803,30,19,11,2011,2666,Medium-High Hybridation
1804,12,12,0,2011,2666,High Hybridation
1805,10,3,7,2011,2666,Medium-Low Hybridation
1806,71,11,60,2011,2666,Low Hybridation
1807,15,7,8,2011,2666,Medium-Low Hybridation
1808,12,7,5,2011,2666,Medium-High Hybridation
1809,13,10,3,2011,2666,Medium-High Hybridation
1810,36,30,6,2011,2666,High Hybridation
1811,55,47,8,2011,2666,High Hybridation
1812,19,10,10,2011,2666,Medium-High Hybridation
1813,79,13,66,2011,2666,Low Hybridation
1814,39,12,27,2011,2666,Medium-Low Hybridation
1815,35,16,19,2011,2666,Medium-Low Hybridation
1816,12,3,9,2011,2666,Medium-Low Hybridation
1817,15,13,2,2011,2666,High Hybridation
1818,31,23,8,2011,2666,Medium-High Hybridation
1819,73,25,48,2011,2666,Medium-Low Hybridation
1820,33,20,13,2011,2666,Medium-High Hybridation
1821,16,6,10,2011,2666,Medium-Low Hybridation
1822,18,4,14,2011,2666,Medium-Low Hybridation
1823,12,11,1,2011,2666,High Hybridation
1824,33,19,14,2011,2666,Medium-High Hybridation
1825,34,4,30,2011,2666,Low Hybridation
1826,57,10,47,2011,2666,Low Hybridation
1827,71,15,56,2011,2666,Medium-Low Hybridation
1828,58,52,6,2011,2666,High Hybridation
1829,90,89,1,2011,2666,High Hybridation
1830,10,9,1,2011,2666,High Hybridation
1831,21,4,17,2011,2666,Low Hybridation
1832,15,7,8,2011,2666,Medium-Low Hybridation
1833,63,16,47,2011,2666,Medium-Low Hybridation
1834,19,10,9,2011,2666,Medium-High Hybridation
1835,42,18,24,2011,2666,Medium-Low Hybridation
1836,34,28,6,2011,2666,High Hybridation
1837,28,17,11,2011,2666,Medium-High Hybridation
1838,40,27,13,2011,2666,Medium-High Hybridation
1839,14,3,11,2011,2666,Medium-Low Hybridation
1840,81,8,73,2011,2666,Low Hybridation
1841,15,5,10,2011,2666,Medium-Low Hybridation
1842,28,7,21,2011,2666,Medium-Low Hybridation
1843,43,42,1,2011,2666,High Hybridation
1844,29,18,11,2011,2666,Medium-High Hybridation
1845,33,33,0,2011,2666,High Hybridation
1846,34,22,12,2011,2666,Medium-High Hybridation
1847,59,47,12,2011,2666,Medium-High Hybridation
1848,62,7,55,2011,2666,Low Hybridation
1849,35,8,27,2011,2666,Medium-Low Hybridation
1850,29,21,8,2011,2666,Medium-High Hybridation
1851,82,27,55,2011,2666,Medium-Low Hybridation
1852,15,4,10,2011,2666,Medium-Low Hybridation
1853,26,8,18,2011,2666,Medium-Low Hybridation
1854,71,9,62,2011,2666,Low Hybridation
1855,37,16,21,2011,2666,Medium-Low Hybridation
1856,29,9,20,2011,2666,Medium-Low Hybridation
1857,15,2,13,2011,2666,Low Hybridation
1858,36,15,21,2011,2666,Medium-Low Hybridation
1859,10,5,5,2011,2666,Medium-Low Hybridation
1860,32,9,23,2011,2666,Medium-Low Hybridation
1861,20,5,15,2011,2666,Medium-Low Hybridation
1862,15,14,1,2011,2666,High Hybridation
1863,24,3,21,2011,2666,Low Hybridation
1864,42,8,34,2011,2666,Low Hybridation
1865,90,9,81,2011,2666,Low Hybridation
1866,19,13,6,2011,2666,Medium-High Hybridation
1867,20,7,13,2011,2666,Medium-Low Hybridation
1868,13,12,1,2011,2666,High Hybridation
1869,34,21,13,2011,2666,Medium-High Hybridation
1870,19,17,2,2011,2666,High Hybridation
1871,14,2,12,2011,2666,Low Hybridation
1872,17,13,4,2011,2666,Medium-High Hybridation
1873,14,10,4,2011,2666,Medium-High Hybridation
1874,24,0,24,2011,2666,Low Hybridation
1875,14,12,2,2011,2666,High Hybridation
1876,89,31,58,2011,2666,Medium-Low Hybridation
1877,21,5,16,2011,2666,Medium-Low Hybridation
1878,83,35,48,2011,2666,Medium-Low Hybridation
1879,38,25,13,2011,2666,Medium-High Hybridation
1880,71,9,62,2011,2666,Low Hybridation
1881,25,20,5,2011,2666,Medium-High Hybridation
1882,72,48,24,2011,2666,Medium-High Hybridation
1883,13,13,0,2011,2666,High Hybridation
1884,45,6,39,2011,2666,Low Hybridation
1885,52,4,48,2011,2666,Low Hybridation
1886,18,18,0,2011,2666,High Hybridation
1887,48,19,29,2011,2666,Medium-Low Hybridation
1888,36,19,17,2011,2666,Medium-High Hybridation
1889,25,14,11,2011,2666,Medium-High Hybridation
1890,17,1,16,2011,2666,Low Hybridation
1891,15,11,4,2011,2666,Medium-High Hybridation
1892,11,8,3,2011,2666,Medium-High Hybridation
1893,21,7,14,2011,2666,Medium-Low Hybridation
1894,23,1,22,2011,2666,Low Hybridation
1895,87,45,42,2011,2666,Medium-High Hybridation
1896,65,17,48,2011,2666,Medium-Low Hybridation
1897,52,15,37,2011,2666,Medium-Low Hybridation
1898,10,3,7,2011,2666,Medium-Low Hybridation
1899,83,9,74,2011,2666,Low Hybridation
1900,84,49,35,2011,2666,Medium-High Hybridation
1901,69,11,58,2011,2666,Low Hybridation
1902,12,6,6,2011,2666,Medium-Low Hybridation
1903,25,24,0,2011,2666,High Hybridation
1904,28,20,8,2011,2666,Medium-High Hybridation
1905,10,3,7,2011,2666,Medium-Low Hybridation
1906,22,20,2,2011,2666,High Hybridation
1907,10,2,8,2011,2666,Low Hybridation
1908,52,2,50,2011,2666,Low Hybridation
1909,17,15,2,2011,2666,High Hybridation
1910,43,12,31,2011,2666,Medium-Low Hybridation
1911,26,11,15,2011,2666,Medium-Low Hybridation
1912,31,18,13,2011,2666,Medium-High Hybridation
1913,53,14,39,2011,2666,Medium-Low Hybridation
1914,31,4,27,2011,2666,Low Hybridation
1915,30,25,5,2011,2666,High Hybridation
1916,24,2,22,2011,2666,Low Hybridation
1917,14,13,1,2011,2666,High Hybridation
1918,10,7,3,2011,2666,Medium-High Hybridation
1919,21,4,17,2011,2666,Low Hybridation
1920,71,56,15,2011,2666,Medium-High Hybridation
1921,65,15,50,2011,2666,Medium-Low Hybridation
1922,18,10,8,2011,2666,Medium-High Hybridation
1923,18,4,14,2011,2666,Medium-Low Hybridation
1924,22,19,3,2011,2666,High Hybridation
1925,27,13,14,2011,2666,Medium-Low Hybridation
1926,14,4,10,2011,2666,Medium-Low Hybridation
1927,15,7,8,2011,2666,Medium-Low Hybridation
1928,11,2,9,2011,2666,Low Hybridation
1929,66,38,28,2011,2666,Medium-High Hybridation
1930,28,1,27,2011,2666,Low Hybridation
1931,11,11,0,2011,2666,High Hybridation
1932,19,7,12,2011,2666,Medium-Low Hybridation
1933,52,2,50,2011,2666,Low Hybridation
1934,28,25,3,2011,2666,High Hybridation
1935,48,37,11,2011,2666,Medium-High Hybridation
1936,38,29,9,2011,2666,Medium-High Hybridation
1937,19,10,10,2011,2666,Medium-High Hybridation
1938,24,6,18,2011,2666,Medium-Low Hybridation
1939,34,20,14,2011,2666,Medium-High Hybridation
1940,52,46,6,2011,2666,High Hybridation
1941,17,15,2,2011,2666,High Hybridation
1942,30,7,23,2011,2666,Medium-Low Hybridation
1943,29,8,21,2011,2666,Medium-Low Hybridation
1944,13,8,5,2011,2666,Medium-High Hybridation
1945,35,10,25,2011,2666,Medium-Low Hybridation
1946,12,7,5,2011,2666,Medium-High Hybridation
1947,27,6,21,2011,2666,Medium-Low Hybridation
1948,84,53,31,2011,2666,Medium-High Hybridation
1949,76,52,24,2011,2666,Medium-High Hybridation
1950,19,9,10,2011,2666,Medium-Low Hybridation
1951,43,15,28,2011,2666,Medium-Low Hybridation
1952,14,5,9,2011,2666,Medium-Low Hybridation
1953,33,30,3,2011,2666,High Hybridation
1954,77,1,76,2011,2666,Low Hybridation
1955,11,4,7,2011,2666,Medium-Low Hybridation
1956,54,29,25,2011,2666,Medium-High Hybridation
1957,32,22,10,2011,2666,Medium-High Hybridation
1958,41,19,22,2011,2666,Medium-Low Hybridation
1959,36,26,10,2011,2666,Medium-High Hybridation
1960,15,2,13,2011,2666,Low Hybridation
1961,33,18,15,2011,2666,Medium-High Hybridation
1962,23,20,3,2011,2666,High Hybridation
1963,80,42,38,2011,2666,Medium-High Hybridation
1964,28,24,4,2011,2666,High Hybridation
1965,26,19,7,2011,2666,Medium-High Hybridation
1966,14,3,11,2011,2666,Medium-Low Hybridation
1967,19,14,5,2011,2666,Medium-High Hybridation
1968,14,6,8,2011,2666,Medium-Low Hybridation
1969,25,14,11,2011,2666,Medium-High Hybridation
1970,40,20,20,2011,2666,Medium-Low Hybridation
1971,22,4,18,2011,2666,Low Hybridation
1972,37,12,25,2011,2666,Medium-Low Hybridation
1973,11,8,3,2011,2666,Medium-High Hybridation
1974,32,18,14,2011,2666,Medium-High Hybridation
1975,24,5,19,2011,2666,Medium-Low Hybridation
1976,72,25,47,2011,2666,Medium-Low Hybridation
1977,39,7,32,2011,2666,Low Hybridation
1978,15,12,3,2011,2666,Medium-High Hybridation
1979,30,22,8,2011,2666,Medium-High Hybridation
1980,64,24,40,2011,2666,Medium-Low Hybridation
1981,31,2,29,2011,2666,Low Hybridation
1982,17,13,4,2011,2666,Medium-High Hybridation
1983,10,8,2,2011,2666,Medium-High Hybridation
1984,35,29,6,2011,2666,High Hybridation
1985,20,18,2,2011,2666,High Hybridation
1986,12,9,3,2011,2666,Medium-High Hybridation
1987,32,12,20,2011,2666,Medium-Low Hybridation
1988,12,10,2,2011,2666,High Hybridation
1989,42,22,20,2011,2666,Medium-High Hybridation
1990,35,34,1,2011,2666,High Hybridation
1991,90,69,21,2011,2666,Medium-High Hybridation
1992,53,8,45,2011,2666,Low Hybridation
1993,13,10,3,2011,2666,Medium-High Hybridation
1994,28,4,24,2011,2666,Low Hybridation
1995,40,19,21,2011,2666,Medium-Low Hybridation
1996,29,4,25,2011,2666,Low Hybridation
1997,35,7,28,2011,2666,Low Hybridation
1998,22,0,22,2011,2666,Low Hybridation
1999,17,16,1,2011,2666,High Hybridation
2000,87,17,70,2011,2666,Low Hybridation
2001,37,1,36,2011,2666,Low Hybridation
2002,39,24,15,2011,2666,Medium-High Hybridation
2003,21,13,8,2011,2666,Medium-High Hybridation
2004,67,50,17,2011,2666,Medium-High Hybridation
2005,37,14,23,2011,2666,Medium-Low Hybridation
2006,19,2,17,2011,2666,Low Hybridation
2007,28,21,7,2011,2666,Medium-High Hybridation
2008,12,11,1,2011,2666,High Hybridation
2009,33,29,4,2011,2666,High Hybridation
2010,23,22,1,2011,2666,High Hybridation
2011,86,72,14,2011,2666,High Hybridation
2012,72,6,66,2011,2666,Low Hybridation
2013,70,2,68,2011,2666,Low Hybridation
2014,15,12,3,2011,2666,Medium-High Hybridation
2015,66,58,8,2011,2666,High Hybridation
2016,27,13,14,2011,2666,Medium-Low Hybridation
2017,26,4,22,2011,2666,Low Hybridation
2018,18,12,6,2011,2666,Medium-High Hybridation
2019,14,5,9,2011,2666,Medium-Low Hybridation
2020,32,29,3,2011,2666,High Hybridation
2021,34,30,4,2011,2666,High Hybridation
2022,15,6,9,2011,2666,Medium-Low Hybridation
2023,21,3,18,2011,2666,Low Hybridation
2024,10,9,1,2011,2666,High Hybridation
2025,56,53,3,2011,2666,High Hybridation
2026,84,32,52,2011,2666,Medium-Low Hybridation
2027,80,64,16,2011,2666,Medium-High Hybridation
2028,11,5,6,2011,2666,Medium-Low Hybridation
2029,17,8,9,2011,2666,Medium-Low Hybridation
2030,36,24,12,2011,2666,Medium-High Hybridation
2031,79,47,32,2011,2666,Medium-High Hybridation
2032,20,12,8,2011,2666,Medium-High Hybridation
2033,72,35,37,2011,2666,Medium-Low Hybridation
2034,15,9,6,2011,2666,Medium-High Hybridation
2035,27,25,2,2011,2666,High Hybridation
2036,24,13,11,2011,2666,Medium-High Hybridation
2037,11,3,8,2011,2666,Medium-Low Hybridation
2038,20,17,3,2011,2666,High Hybridation
2039,52,7,45,2011,2666,Low Hybridation
2040,15,12,3,2011,2666,Medium-High Hybridation
2041,32,28,4,2011,2666,High Hybridation
2042,15,0,15,2011,2666,Low Hybridation
2043,35,33,2,2011,2666,High Hybridation
2044,26,20,6,2011,2666,Medium-High Hybridation
2045,28,8,20,2011,2666,Medium-Low Hybridation
2046,42,40,2,2011,2666,High Hybridation
2047,58,35,23,2011,2666,Medium-High Hybridation
2048,13,13,0,2011,2666,High Hybridation
2049,27,19,8,2011,2666,Medium-High Hybridation
2050,35,4,32,2011,2666,Low Hybridation
2051,15,3,12,2011,2666,Low Hybridation
2052,38,6,32,2011,2666,Low Hybridation
2053,11,11,0,2011,2666,High Hybridation
2054,39,28,11,2011,2666,Medium-High Hybridation
2055,87,38,49,2011,2666,Medium-Low Hybridation
2056,14,10,4,2011,2666,Medium-High Hybridation
2057,10,8,2,2011,2666,Medium-High Hybridation
2058,17,3,14,2011,2666,Low Hybridation
2059,70,50,20,2011,2666,Medium-High Hybridation
2060,14,1,13,2011,2666,Low Hybridation
2061,15,10,5,2011,2666,Medium-High Hybridation
2062,14,6,8,2011,2666,Medium-Low Hybridation
2063,25,7,18,2011,2666,Medium-Low Hybridation
2064,71,48,23,2011,2666,Medium-High Hybridation
2065,14,9,5,2011,2666,Medium-High Hybridation
2066,33,15,18,2011,2666,Medium-Low Hybridation
2067,23,9,14,2011,2666,Medium-Low Hybridation
2068,29,11,18,2011,2666,Medium-Low Hybridation
2069,31,30,1,2011,2666,High Hybridation
2070,39,30,9,2011,2666,Medium-High Hybridation
2071,82,43,39,2011,2666,Medium-High Hybridation
2072,27,7,20,2011,2666,Medium-Low Hybridation
2073,36,33,3,2011,2666,High Hybridation
2074,40,26,14,2011,2666,Medium-High Hybridation
2075,15,14,2,2011,2666,High Hybridation
2076,53,20,33,2011,2666,Medium-Low Hybridation
2077,32,25,7,2011,2666,Medium-High Hybridation
2078,80,73,7,2011,2666,High Hybridation
2079,20,6,14,2011,2666,Medium-Low Hybridation
2080,15,3,12,2011,2666,Low Hybridation
2081,34,33,1,2011,2666,High Hybridation
2082,44,34,10,2011,2666,Medium-High Hybridation
2083,60,4,56,2011,2666,Low Hybridation
2084,40,19,21,2011,2666,Medium-Low Hybridation
2085,25,5,20,2011,2666,Low Hybridation
2086,35,29,6,2011,2666,High Hybridation
2087,52,13,39,2011,2666,Medium-Low Hybridation
2088,37,10,27,2011,2666,Medium-Low Hybridation
2089,40,10,30,2011,2666,Medium-Low Hybridation
2090,15,14,1,2011,2666,High Hybridation
2091,21,0,21,2011,2666,Low Hybridation
2092,23,4,19,2011,2666,Low Hybridation
2093,18,3,15,2011,2666,Low Hybridation
2094,90,35,55,2011,2666,Medium-Low Hybridation
2095,13,11,2,2011,2666,High Hybridation
2096,89,29,60,2011,2666,Medium-Low Hybridation
2097,39,7,32,2011,2666,Low Hybridation
2098,36,28,8,2011,2666,Medium-High Hybridation
2099,15,8,7,2011,2666,Medium-High Hybridation
2100,69,57,12,2011,2666,High Hybridation
2101,51,16,35,2011,2666,Medium-Low Hybridation
2102,37,20,17,2011,2666,Medium-High Hybridation
2103,69,68,1,2011,2666,High Hybridation
2104,45,14,31,2011,2666,Medium-Low Hybridation
2105,69,56,13,2011,2666,High Hybridation
2106,38,14,24,2011,2666,Medium-Low Hybridation
2107,19,5,14,2011,2666,Medium-Low Hybridation
2108,28,8,20,2011,2666,Medium-Low Hybridation
2109,86,41,45,2011,2666,Medium-Low Hybridation
2110,13,7,6,2011,2666,Medium-High Hybridation
2111,28,11,17,2011,2666,Medium-Low Hybridation
2112,34,11,23,2011,2666,Medium-Low Hybridation
2113,37,34,3,2011,2666,High Hybridation
2114,41,5,36,2011,2666,Low Hybridation
2115,32,12,20,2011,2666,Medium-Low Hybridation
2116,37,8,29,2011,2666,Medium-Low Hybridation
2117,29,20,9,2011,2666,Medium-High Hybridation
2118,12,12,0,2011,2666,High Hybridation
2119,15,8,7,2011,2666,Medium-High Hybridation
2120,26,14,12,2011,2666,Medium-High Hybridation
2121,49,43,6,2011,2666,High Hybridation
2122,27,11,16,2011,2666,Medium-Low Hybridation
2123,40,6,34,2011,2666,Low Hybridation
2124,68,16,52,2011,2666,Medium-Low Hybridation
2125,65,36,29,2011,2666,Medium-High Hybridation
2126,26,10,16,2011,2666,Medium-Low Hybridation
2127,13,6,6,2011,2666,Medium-Low Hybridation
2128,12,4,8,2011,2666,Medium-Low Hybridation
2129,31,30,1,2011,2666,High Hybridation
2130,25,22,3,2011,2666,High Hybridation
2131,72,15,57,2011,2666,Medium-Low Hybridation
2132,33,17,16,2011,2666,Medium-High Hybridation
2133,13,3,10,2011,2666,Medium-Low Hybridation
2134,26,1,25,2011,2666,Low Hybridation
2135,30,24,6,2011,2666,Medium-High Hybridation
2136,87,30,57,2011,2666,Medium-Low Hybridation
2137,29,5,24,2011,2666,Low Hybridation
2138,75,62,13,2011,2666,High Hybridation
2139,28,11,17,2011,2666,Medium-Low Hybridation
2140,82,64,18,2011,2666,Medium-High Hybridation
2141,87,39,48,2011,2666,Medium-Low Hybridation
2142,19,9,10,2011,2666,Medium-Low Hybridation
2143,38,19,19,2011,2666,Medium-Low Hybridation
2144,15,7,8,2011,2666,Medium-Low Hybridation
2145,32,14,18,2011,2666,Medium-Low Hybridation
2146,34,34,0,2011,2666,High Hybridation
2147,78,13,65,2011,2666,Low Hybridation
2148,45,39,6,2011,2666,High Hybridation
2149,28,18,10,2011,2666,Medium-High Hybridation
2150,25,7,18,2011,2666,Medium-Low Hybridation
2151,15,7,8,2011,2666,Medium-Low Hybridation
2152,16,14,2,2011,2666,High Hybridation
2153,14,7,7,2011,2666,Medium-Low Hybridation
2154,63,13,50,2011,2666,Medium-Low Hybridation
2155,18,9,9,2011,2666,Medium-Low Hybridation
2156,54,35,19,2011,2666,Medium-High Hybridation
2157,29,19,10,2011,2666,Medium-High Hybridation
2158,16,0,16,2011,2666,Low Hybridation
2159,29,29,0,2011,2666,High Hybridation
2160,79,21,58,2011,2666,Medium-Low Hybridation
2161,42,2,40,2011,2666,Low Hybridation
2162,46,18,28,2011,2666,Medium-Low Hybridation
2163,36,3,33,2011,2666,Low Hybridation
2164,11,9,2,2011,2666,High Hybridation
2165,29,6,23,2011,2666,Medium-Low Hybridation
2166,70,51,19,2011,2666,Medium-High Hybridation
2167,52,12,40,2011,2666,Medium-Low Hybridation
2168,88,40,48,2011,2666,Medium-Low Hybridation
2169,15,9,6,2011,2666,Medium-High Hybridation
2170,15,10,5,2011,2666,Medium-High Hybridation
2171,15,5,10,2011,2666,Medium-Low Hybridation
2172,16,3,13,2011,2666,Low Hybridation
2173,31,9,22,2011,2666,Medium-Low Hybridation
2174,23,15,8,2011,2666,Medium-High Hybridation
2175,36,10,26,2011,2666,Medium-Low Hybridation
2176,15,4,11,2011,2666,Medium-Low Hybridation
2177,28,24,4,2011,2666,High Hybridation
2178,22,4,18,2011,2666,Low Hybridation
2179,29,22,7,2011,2666,Medium-High Hybridation
2180,24,22,2,2011,2666,High Hybridation
2181,21,4,17,2011,2666,Low Hybridation
2182,15,14,1,2011,2666,High Hybridation
2183,51,17,34,2011,2666,Medium-Low Hybridation
2184,51,23,28,2011,2666,Medium-Low Hybridation
2185,29,4,25,2011,2666,Low Hybridation
2186,90,30,60,2011,2666,Medium-Low Hybridation
2187,75,22,53,2011,2666,Medium-Low Hybridation
2188,59,32,27,2011,2666,Medium-High Hybridation
2189,46,21,25,2011,2666,Medium-Low Hybridation
2190,17,7,10,2011,2666,Medium-Low Hybridation
2191,16,10,6,2011,2666,Medium-High Hybridation
2192,32,10,22,2011,2666,Medium-Low Hybridation
2193,27,15,12,2011,2666,Medium-High Hybridation
2194,22,17,5,2011,2666,Medium-High Hybridation
2195,26,12,14,2011,2666,Medium-Low Hybridation
2196,80,58,22,2011,2666,Medium-High Hybridation
2197,10,0,10,2011,2666,Low Hybridation
2198,36,24,12,2011,2666,Medium-High Hybridation
2199,77,19,58,2011,2666,Medium-Low Hybridation
2200,74,30,44,2011,2666,Medium-Low Hybridation
2201,14,1,13,2011,2666,Low Hybridation
2202,14,6,8,2011,2666,Medium-Low Hybridation
2203,72,50,22,2011,2666,Medium-High Hybridation
2204,25,20,5,2011,2666,Medium-High Hybridation
2205,24,16,8,2011,2666,Medium-High Hybridation
2206,14,7,7,2011,2666,Medium-Low Hybridation
2207,21,1,20,2011,2666,Low Hybridation
2208,77,55,22,2011,2666,Medium-High Hybridation
2209,25,10,14,2011,2666,Medium-Low Hybridation
2210,14,7,7,2011,2666,Medium-Low Hybridation
2211,15,12,3,2011,2666,Medium-High Hybridation
2212,14,13,1,2011,2666,High Hybridation
2213,16,1,15,2011,2666,Low Hybridation
2214,18,16,2,2011,2666,High Hybridation
2215,60,27,33,2011,2666,Medium-Low Hybridation
2216,54,44,10,2011,2666,High Hybridation
2217,14,3,11,2011,2666,Medium-Low Hybridation
2218,26,17,9,2011,2666,Medium-High Hybridation
2219,34,34,0,2011,2666,High Hybridation
2220,15,11,4,2011,2666,Medium-High Hybridation
2221,12,1,11,2011,2666,Low Hybridation
2222,30,8,22,2011,2666,Medium-Low Hybridation
2223,14,4,10,2011,2666,Medium-Low Hybridation
2224,65,3,62,2011,2666,Low Hybridation
2225,29,25,4,2011,2666,High Hybridation
2226,10,8,2,2011,2666,Medium-High Hybridation
2227,34,3,31,2011,2666,Low Hybridation
2228,31,27,4,2011,2666,High Hybridation
2229,13,8,5,2011,2666,Medium-High Hybridation
2230,50,10,40,2011,2666,Low Hybridation
2231,13,1,12,2011,2666,Low Hybridation
2232,23,11,12,2011,2666,Medium-Low Hybridation
2233,13,9,4,2011,2666,Medium-High Hybridation
2234,20,16,4,2011,2666,Medium-High Hybridation
2235,52,10,42,2011,2666,Low Hybridation
2236,21,21,0,2011,2666,High Hybridation
2237,74,18,56,2011,2666,Medium-Low Hybridation
2238,86,28,58,2011,2666,Medium-Low Hybridation
2239,36,23,13,2011,2666,Medium-High Hybridation
2240,35,5,30,2011,2666,Low Hybridation
2241,17,12,5,2011,2666,Medium-High Hybridation
2242,27,6,21,2011,2666,Medium-Low Hybridation
2243,19,11,8,2011,2666,Medium-High Hybridation
2244,66,2,64,2011,2666,Low Hybridation
2245,47,7,40,2011,2666,Low Hybridation
2246,30,5,25,2011,2666,Low Hybridation
2247,21,9,12,2011,2666,Medium-Low Hybridation
2248,54,2,52,2011,2666,Low Hybridation
2249,86,1,85,2011,2666,Low Hybridation
2250,24,4,20,2011,2666,Low Hybridation
2251,81,79,2,2011,2666,High Hybridation
2252,45,5,40,2011,2666,Low Hybridation
2253,65,59,6,2011,2666,High Hybridation
2254,22,8,14,2011,2666,Medium-Low Hybridation
2255,16,10,6,2011,2666,Medium-High Hybridation
2256,21,3,18,2011,2666,Low Hybridation
2257,15,2,13,2011,2666,Low Hybridation
2258,77,52,25,2011,2666,Medium-High Hybridation
2259,90,14,76,2011,2666,Low Hybridation
2260,15,0,15,2011,2666,Low Hybridation
2261,38,3,35,2011,2666,Low Hybridation
2262,42,19,23,2011,2666,Medium-Low Hybridation
2263,34,22,12,2011,2666,Medium-High Hybridation
2264,89,87,2,2011,2666,High Hybridation
2265,16,2,14,2011,2666,Low Hybridation
2266,34,21,13,2011,2666,Medium-High Hybridation
2267,14,3,11,2011,2666,Medium-Low Hybridation
2268,15,12,3,2011,2666,Medium-High Hybridation
2269,40,15,25,2011,2666,Medium-Low Hybridation
2270,57,16,41,2011,2666,Medium-Low Hybridation
2271,88,80,8,2011,2666,High Hybridation
2272,21,14,7,2011,2666,Medium-High Hybridation
2273,38,34,4,2011,2666,High Hybridation
2274,34,25,9,2011,2666,Medium-High Hybridation
2275,11,6,5,2011,2666,Medium-High Hybridation
2276,17,2,15,2011,2666,Low Hybridation
2277,14,13,1,2011,2666,High Hybridation
2278,39,1,38,2011,2666,Low Hybridation
2279,75,13,62,2011,2666,Low Hybridation
2280,10,4,6,2011,2666,Medium-Low Hybridation
2281,29,19,10,2011,2666,Medium-High Hybridation
2282,33,21,12,2011,2666,Medium-High Hybridation
2283,62,55,7,2011,2666,High Hybridation
2284,75,66,9,2011,2666,High Hybridation
2285,12,2,10,2011,2666,Low Hybridation
2286,15,12,3,2011,2666,Medium-High Hybridation
2287,12,6,6,2011,2666,Medium-Low Hybridation
2288,87,5,82,2011,2666,Low Hybridation
2289,10,8,2,2011,2666,Medium-High Hybridation
2290,14,3,11,2011,2666,Medium-Low Hybridation
2291,40,8,32,2011,2666,Low Hybridation
2292,12,8,4,2011,2666,Medium-High Hybridation
2293,70,49,21,2011,2666,Medium-High Hybridation
2294,56,18,38,2011,2666,Medium-Low Hybridation
2295,18,4,14,2011,2666,Medium-Low Hybridation
2296,17,9,8,2011,2666,Medium-High Hybridation
2297,82,65,17,2011,2666,Medium-High Hybridation
2298,18,8,10,2011,2666,Medium-Low Hybridation
2299,32,8,24,2011,2666,Medium-Low Hybridation
2300,13,5,8,2011,2666,Medium-Low Hybridation
2301,24,7,17,2011,2666,Medium-Low Hybridation
2302,73,72,1,2011,2666,High Hybridation
2303,59,45,14,2011,2666,Medium-High Hybridation
2304,13,1,12,2011,2666,Low Hybridation
2305,80,30,50,2011,2666,Medium-Low Hybridation
2306,89,17,72,2011,2666,Low Hybridation
2307,13,4,9,2011,2666,Medium-Low Hybridation
2308,27,8,19,2011,2666,Medium-Low Hybridation
2309,71,69,2,2011,2666,High Hybridation
2310,10,2,8,2011,2666,Low Hybridation
2311,69,2,67,2011,2666,Low Hybridation
2312,74,16,58,2011,2666,Medium-Low Hybridation
2313,76,17,59,2011,2666,Medium-Low Hybridation
2314,20,17,3,2011,2666,High Hybridation
2315,29,1,28,2011,2666,Low Hybridation
2316,78,36,42,2011,2666,Medium-Low Hybridation
2317,22,1,21,2011,2666,Low Hybridation
2318,28,1,27,2011,2666,Low Hybridation
2319,55,28,27,2011,2666,Medium-High Hybridation
2320,54,35,19,2011,2666,Medium-High Hybridation
2321,23,20,3,2011,2666,High Hybridation
2322,40,25,15,2011,2666,Medium-High Hybridation
2323,40,15,25,2011,2666,Medium-Low Hybridation
2324,65,25,40,2011,2666,Medium-Low Hybridation
2325,26,16,10,2011,2666,Medium-High Hybridation
2326,20,16,4,2011,2666,Medium-High Hybridation
